Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
"Wedowee Water, Sewer, & Gas Board",Arsenic,0.173 ppb,0.004 ppb,10 ppb
"Wedowee Water, Sewer, & Gas Board",Bromodichloromethane,7.06 ppb,0.06 ppb,
"Wedowee Water, Sewer, & Gas Board",Chloroform,47.2 ppb,0.4 ppb,
"Wedowee Water, Sewer, & Gas Board",Dibromochloromethane,0.866 ppb,0.1 ppb,
"Wedowee Water, Sewer, & Gas Board",Haloacetic acids (HAA5)†,36.3 ppb,0.1 ppb,60 ppb
"Wedowee Water, Sewer, & Gas Board",Nitrate,0.384 ppm,0.14 ppm,10 ppm
"Wedowee Water, Sewer, & Gas Board",Nitrate and nitrite,0.384 ppm,0.14 ppm,10 ppm
"Wedowee Water, Sewer, & Gas Board",Total trihalomethanes (TTHMs)†,48.0 ppb,0.15 ppb,80 ppb
"Wedowee Water, Sewer, & Gas Board",Aluminum,27.3 ppb,600 ppb,
"Wedowee Water, Sewer, & Gas Board",Antimony,0.245 ppb,1 ppb,6 ppb
"Wedowee Water, Sewer, & Gas Board",Barium,13.9 ppb,700 ppb,"2,000 ppb"
"Wedowee Water, Sewer, & Gas Board",Fluoride,0.951 ppm,,4 ppm
"Wedowee Water, Sewer, & Gas Board",Manganese,16.4 ppb,100 ppb,
"Wedowee Water, Sewer, & Gas Board",Selenium,0.0517 ppb,30 ppb,50 ppb
"Wedowee Water, Sewer, & Gas Board",Toluene,0.384 ppb,150 ppb,"1,000 ppb"
"Wedowee Water, Sewer, & Gas Board",None,,,
Woodland Water Board,Haloacetic acids (HAA5)†,8.08 ppb,0.1 ppb,60 ppb
Woodland Water Board,Nitrate,0.396 ppm,0.14 ppm,10 ppm
Woodland Water Board,Nitrate and nitrite,0.370 ppm,0.14 ppm,10 ppm
Woodland Water Board,Total trihalomethanes (TTHMs)†,10.4 ppb,0.15 ppb,80 ppb
Woodland Water Board,Barium,3.00 ppb,700 ppb,"2,000 ppb"
Woodland Water Board,Chloroform,0.300 ppb,0.4 ppb,
Woodland Water Board,Manganese,70.0 ppb,100 ppb,
Woodland Water Board,None,,,
Chattahoochee Valley Water Supply District,Bromodichloromethane,1.45 ppb,0.06 ppb,
Chattahoochee Valley Water Supply District,Chloroform,4.80 ppb,0.4 ppb,
Chattahoochee Valley Water Supply District,Dibromochloromethane,0.340 ppb,0.1 ppb,
Chattahoochee Valley Water Supply District,Haloacetic acids (HAA5)†,25.7 ppb,0.1 ppb,60 ppb
Chattahoochee Valley Water Supply District,Nitrate,0.932 ppm,0.14 ppm,10 ppm
Chattahoochee Valley Water Supply District,Nitrate and nitrite,0.932 ppm,0.14 ppm,10 ppm
Chattahoochee Valley Water Supply District,Total trihalomethanes (TTHMs)†,29.9 ppb,0.15 ppb,80 ppb
Chattahoochee Valley Water Supply District,Aluminum,10.1 ppb,600 ppb,
Chattahoochee Valley Water Supply District,Antimony,0.0614 ppb,1 ppb,6 ppb
Chattahoochee Valley Water Supply District,Barium,15.3 ppb,700 ppb,"2,000 ppb"
Chattahoochee Valley Water Supply District,Fluoride,0.809 ppm,,4 ppm
Chattahoochee Valley Water Supply District,Manganese,1.66 ppb,100 ppb,
Chattahoochee Valley Water Supply District,Mercury (inorganic),0.0586 ppb,1.2 ppb,2 ppb
Chattahoochee Valley Water Supply District,Selenium,0.0743 ppb,30 ppb,50 ppb
Chattahoochee Valley Water Supply District,Silver,0.0400 ppb,,
Chattahoochee Valley Water Supply District,None,,,
East Alabama Water Sewer and Fire Protection District,Chlorate,586.3 ppb,210 ppb,
East Alabama Water Sewer and Fire Protection District,Chromium (hexavalent),0.0488 ppb,0.02 ppb,
East Alabama Water Sewer and Fire Protection District,Haloacetic acids (HAA5)†,34.5 ppb,0.1 ppb,60 ppb
East Alabama Water Sewer and Fire Protection District,Haloacetic acids (HAA9)†,27.5 ppb,0.06 ppb,
East Alabama Water Sewer and Fire Protection District,Total trihalomethanes (TTHMs)†,43.6 ppb,0.15 ppb,80 ppb
East Alabama Water Sewer and Fire Protection District,"1,4-Dioxane",0.0625 ppb,0.35 ppb,
East Alabama Water Sewer and Fire Protection District,Chromium (total),0.0250 ppb,,100 ppb
East Alabama Water Sewer and Fire Protection District,Manganese,3.55 ppb,100 ppb,
East Alabama Water Sewer and Fire Protection District,Molybdenum,0.725 ppb,40 ppb,
East Alabama Water Sewer and Fire Protection District,Strontium,0.0345 ppb,"1,500 ppb",
East Alabama Water Sewer and Fire Protection District,Vanadium,0.113 ppb,21 ppb,
East Alabama Water Sewer and Fire Protection District,None,,,
Huguley Water Authority,Bromodichloromethane*,1.45 ppb,0.06 ppb,
Huguley Water Authority,Chloroform*,4.80 ppb,0.4 ppb,
Huguley Water Authority,Dibromochloromethane*,0.340 ppb,0.1 ppb,
Huguley Water Authority,Haloacetic acids (HAA5)†,33.0 ppb,0.1 ppb,60 ppb
Huguley Water Authority,Nitrate*,0.932 ppm,0.14 ppm,10 ppm
Huguley Water Authority,Nitrate and nitrite*,0.932 ppm,0.14 ppm,10 ppm
Huguley Water Authority,Total trihalomethanes (TTHMs)†,36.6 ppb,0.15 ppb,80 ppb
Huguley Water Authority,Aluminum*,10.1 ppb,600 ppb,
Huguley Water Authority,Antimony*,0.0614 ppb,1 ppb,6 ppb
Huguley Water Authority,Barium*,15.3 ppb,700 ppb,"2,000 ppb"
Huguley Water Authority,Fluoride*,0.809 ppm,,4 ppm
Huguley Water Authority,Manganese*,1.66 ppb,100 ppb,
Huguley Water Authority,Mercury (inorganic)*,0.0586 ppb,1.2 ppb,2 ppb
Huguley Water Authority,Selenium*,0.0743 ppb,30 ppb,50 ppb
Huguley Water Authority,Silver*,0.0400 ppb,,
Lafayette Water System,Bromodichloromethane,4.59 ppb,0.06 ppb,
Lafayette Water System,Chloroform,11.8 ppb,0.4 ppb,
Lafayette Water System,Chromium (hexavalent),0.175 ppb,0.02 ppb,
Lafayette Water System,Dibromochloromethane,1.37 ppb,0.1 ppb,
Lafayette Water System,Haloacetic acids (HAA5)†,26.7 ppb,0.1 ppb,60 ppb
Lafayette Water System,Haloacetic acids (HAA9)†,27.7 ppb,0.06 ppb,
Lafayette Water System,Nitrate,1.85 ppm,0.14 ppm,10 ppm
Lafayette Water System,"Radium, combined (-226 &amp; -228)",0.53 pCi/L,0.05 pCi/L,5 pCi/L
Lafayette Water System,Total trihalomethanes (TTHMs)†,26.2 ppb,0.15 ppb,80 ppb
Lafayette Water System,Atrazine,0.0363 ppb,0.1 ppb,3 ppb
Lafayette Water System,Chlorate,6.00 ppb,210 ppb,
Lafayette Water System,Chromium (total),0.138 ppb,,100 ppb
Lafayette Water System,Strontium,0.0495 ppb,"1,500 ppb",
Lafayette Water System,Vanadium,0.0500 ppb,21 ppb,
Lafayette Water System,None,,,
Lanett Water Works,Bromodichloromethane*,1.45 ppb,0.06 ppb,
Lanett Water Works,Chlorate,492.3 ppb,210 ppb,
Lanett Water Works,Chloroform*,4.80 ppb,0.4 ppb,
Lanett Water Works,Chromium (hexavalent),0.0673 ppb,0.02 ppb,
Lanett Water Works,Dibromochloromethane*,0.340 ppb,0.1 ppb,
Lanett Water Works,Haloacetic acids (HAA5)†,38.5 ppb,0.1 ppb,60 ppb
Lanett Water Works,Nitrate*,0.932 ppm,0.14 ppm,10 ppm
Lanett Water Works,Nitrate and nitrite*,0.932 ppm,0.14 ppm,10 ppm
Lanett Water Works,Total trihalomethanes (TTHMs)†,46.6 ppb,0.15 ppb,80 ppb
Lanett Water Works,"1,4-Dioxane",0.162 ppb,0.35 ppb,
Lanett Water Works,Aluminum*,10.1 ppb,600 ppb,
Lanett Water Works,Antimony*,0.0614 ppb,1 ppb,6 ppb
Lanett Water Works,Barium*,15.3 ppb,700 ppb,"2,000 ppb"
Lanett Water Works,Chromium (total),0.0791 ppb,,100 ppb
Lanett Water Works,Fluoride*,0.809 ppm,,4 ppm
Lanett Water Works,Manganese,0.858 ppb,100 ppb,
Lanett Water Works,Mercury (inorganic)*,0.0586 ppb,1.2 ppb,2 ppb
Lanett Water Works,Molybdenum,0.783 ppb,40 ppb,
Lanett Water Works,Selenium*,0.0743 ppb,30 ppb,50 ppb
Lanett Water Works,Silver*,0.0400 ppb,,
Lanett Water Works,Strontium,0.0309 ppb,"1,500 ppb",
Lanett Water Works,Vanadium,0.352 ppb,21 ppb,
Lanett Water Works,None,,,
Ashford Water Works,Bromodichloromethane,0.323 ppb,0.06 ppb,
Ashford Water Works,Haloacetic acids (HAA5)†,2.56 ppb,0.1 ppb,60 ppb
Ashford Water Works,Haloacetic acids (HAA9)†,2.38 ppb,0.06 ppb,
Ashford Water Works,Total trihalomethanes (TTHMs)†,5.78 ppb,0.15 ppb,80 ppb
Ashford Water Works,Aluminum,12.0 ppb,600 ppb,
Ashford Water Works,Barium,13.8 ppb,700 ppb,"2,000 ppb"
Ashford Water Works,Chloroform,0.628 ppb,0.4 ppb,
Ashford Water Works,Manganese,19.5 ppb,100 ppb,
Ashford Water Works,None,,,
Avon Water System,Arsenic*,0.500 ppb,0.004 ppb,10 ppb
Avon Water System,Haloacetic acids (HAA5)†,1.84 ppb,0.1 ppb,60 ppb
Avon Water System,"Radium, combined (-226 &amp; -228)*",0.33 pCi/L,0.05 pCi/L,5 pCi/L
Avon Water System,Total trihalomethanes (TTHMs)†,0.475 ppb,0.15 ppb,80 ppb
Avon Water System,Barium*,5.17 ppb,700 ppb,"2,000 ppb"
Avon Water System,Bromodichloromethane*,0.107 ppb,0.06 ppb,
Avon Water System,Chloroform*,0.310 ppb,0.4 ppb,
Avon Water System,Manganese*,12.0 ppb,100 ppb,
Avon Water System,Nitrate*,0.0283 ppm,0.14 ppm,10 ppm
Avon Water System,Nitrate and nitrite*,0.0850 ppm,0.14 ppm,10 ppm
Black Water Works,Arsenic,0.500 ppb,0.004 ppb,10 ppb
Black Water Works,Total trihalomethanes (TTHMs)†,0.538 ppb,0.15 ppb,80 ppb
Black Water Works,Manganese,13.4 ppb,100 ppb,
Black Water Works,"Radium, combined (-226 &amp; -228)",0.05 pCi/L,0.05 pCi/L,5 pCi/L
Black Water Works,None,,,
Columbia Water Company,Bromodichloromethane,7.78 ppb,0.06 ppb,
Columbia Water Company,Chloroform,26.3 ppb,0.4 ppb,
Columbia Water Company,Chromium (hexavalent),0.0578 ppb,0.02 ppb,
Columbia Water Company,Dibromoacetic acid,0.113 ppb,0.04 ppb,
Columbia Water Company,Dibromochloromethane,2.44 ppb,0.1 ppb,
Columbia Water Company,Dichloroacetic acid,11.7 ppb,0.2 ppb,
Columbia Water Company,Haloacetic acids (HAA5)†,29.0 ppb,0.1 ppb,60 ppb
Columbia Water Company,Haloacetic acids (HAA9)†,41.6 ppb,0.06 ppb,
Columbia Water Company,Nitrate,4.00 ppm,0.14 ppm,10 ppm
Columbia Water Company,Total trihalomethanes (TTHMs)†,36.6 ppb,0.15 ppb,80 ppb
Columbia Water Company,Trichloroacetic acid,12.1 ppb,0.1 ppb,
Columbia Water Company,Barium,31.0 ppb,700 ppb,"2,000 ppb"
Columbia Water Company,Bromoform,0.0751 ppb,0.5 ppb,
Columbia Water Company,Chlorate,241.8 ppb,210 ppb,
Columbia Water Company,Chromium (total),0.0506 ppb,,100 ppb
Columbia Water Company,Fluoride,0.0138 ppm,,4 ppm
Columbia Water Company,Manganese,61.9 ppb,100 ppb,
Columbia Water Company,Mercury (inorganic),0.0475 ppb,1.2 ppb,2 ppb
Columbia Water Company,Monochloroacetic acid,0.565 ppb,53 ppb,
Columbia Water Company,Strontium,0.109 ppb,"1,500 ppb",
Columbia Water Company,None,,,
Cottonwood Water,Bromodichloromethane,6.33 ppb,0.06 ppb,
Cottonwood Water,Chloroform,43.4 ppb,0.4 ppb,
Cottonwood Water,Dibromochloromethane,0.216 ppb,0.1 ppb,
Cottonwood Water,Dichloroacetic acid,10.1 ppb,0.2 ppb,
Cottonwood Water,Haloacetic acids (HAA5)†,20.7 ppb,0.1 ppb,60 ppb
Cottonwood Water,Haloacetic acids (HAA9)*†,24.2 ppb,0.06 ppb,
Cottonwood Water,Total trihalomethanes (TTHMs)†,50.0 ppb,0.15 ppb,80 ppb
Cottonwood Water,Trichloroacetic acid,9.30 ppb,0.1 ppb,
Cottonwood Water,Chromium (hexavalent)*,0.0133 ppb,0.02 ppb,
Cottonwood Water,Manganese*,0.760 ppb,100 ppb,
Cottonwood Water,Monobromoacetic acid,0.0600 ppb,25 ppb,
Cottonwood Water,Monochloroacetic acid,0.338 ppb,53 ppb,
Cottonwood Water,Strontium*,0.0404 ppb,"1,500 ppb",
Cottonwood Water,Vanadium*,0.194 ppb,21 ppb,
Cottonwood Water,None,,,
Cowarts Water System,Arsenic,0.500 ppb,0.004 ppb,10 ppb
Cowarts Water System,Haloacetic acids (HAA5)†,2.13 ppb,0.1 ppb,60 ppb
Cowarts Water System,"Radium, combined (-226 &amp; -228)",0.33 pCi/L,0.05 pCi/L,5 pCi/L
Cowarts Water System,Total trihalomethanes (TTHMs)†,1.55 ppb,0.15 ppb,80 ppb
Cowarts Water System,Barium,5.17 ppb,700 ppb,"2,000 ppb"
Cowarts Water System,Bromodichloromethane,0.107 ppb,0.06 ppb,
Cowarts Water System,Chloroform,0.310 ppb,0.4 ppb,
Cowarts Water System,Manganese,12.0 ppb,100 ppb,
Cowarts Water System,Nitrate,0.0283 ppm,0.14 ppm,10 ppm
Cowarts Water System,Nitrate and nitrite,0.0850 ppm,0.14 ppm,10 ppm
Cowarts Water System,None,,,
Dothan Utilities,Arsenic,0.0705 ppb,0.004 ppb,10 ppb
Dothan Utilities,Bromodichloromethane,1.70 ppb,0.06 ppb,
Dothan Utilities,Chloroform,2.11 ppb,0.4 ppb,
Dothan Utilities,Chromium (hexavalent),0.0873 ppb,0.02 ppb,
Dothan Utilities,Dibromochloromethane,1.18 ppb,0.1 ppb,
Dothan Utilities,Haloacetic acids (HAA5)†,0.600 ppb,0.1 ppb,60 ppb
Dothan Utilities,Haloacetic acids (HAA9)†,1.23 ppb,0.06 ppb,
Dothan Utilities,Total trihalomethanes (TTHMs)†,2.45 ppb,0.15 ppb,80 ppb
Dothan Utilities,Aluminum,2.96 ppb,600 ppb,
Dothan Utilities,Barium,25.5 ppb,700 ppb,"2,000 ppb"
Dothan Utilities,Benzene,0.0692 ppb,0.15 ppb,5 ppb
Dothan Utilities,Bromochloromethane,0.00379 ppb,,
Dothan Utilities,Bromoform,0.376 ppb,0.5 ppb,
Dothan Utilities,Carbon tetrachloride,0.00206 ppb,0.1 ppb,5 ppb
Dothan Utilities,Chlorate,2.07 ppb,210 ppb,
Dothan Utilities,Chromium (total),0.0742 ppb,,100 ppb
Dothan Utilities,Cyanide,0.695 ppb,,200 ppb
Dothan Utilities,Di(2-ethylhexyl) phthalate,0.0142 ppb,3 ppb,6 ppb
Dothan Utilities,Dichloromethane (methylene chloride),0.00833 ppb,4 ppb,5 ppb
Dothan Utilities,Dieldrin,0.000300 ppb,,
Dothan Utilities,Ethylbenzene,0.0300 ppb,300 ppb,700 ppb
Dothan Utilities,Fluoride,0.488 ppm,,4 ppm
Dothan Utilities,Manganese,9.05 ppb,100 ppb,
Dothan Utilities,Molybdenum,0.0167 ppb,40 ppb,
Dothan Utilities,MTBE,0.00139 ppb,13 ppb,
Dothan Utilities,Nitrate,0.0377 ppm,0.14 ppm,10 ppm
Dothan Utilities,Nitrate and nitrite,0.0643 ppm,0.14 ppm,10 ppm
Dothan Utilities,"Radium, combined (-226 &amp; -228)",0.03 pCi/L,0.05 pCi/L,5 pCi/L
Dothan Utilities,Simazine,0.00378 ppb,0.1 ppb,4 ppb
Dothan Utilities,Strontium,0.567 ppb,"1,500 ppb",
Dothan Utilities,Tetrachloroethylene (perchloroethylene),0.00196 ppb,0.06 ppb,5 ppb
Dothan Utilities,Toluene,0.00103 ppb,150 ppb,"1,000 ppb"
Dothan Utilities,Trichloroethylene,0.00330 ppb,0.4 ppb,5 ppb
Dothan Utilities,Vanadium,0.0379 ppb,21 ppb,
Dothan Utilities,Xylenes (total),0.142 ppb,"1,800 ppb","10,000 ppb"
Dothan Utilities,None,,,
Geneva Water Works,Bromodichloromethane,1.38 ppb,0.06 ppb,
Geneva Water Works,Bromoform,4.88 ppb,0.5 ppb,
Geneva Water Works,Chloroform,0.862 ppb,0.4 ppb,
Geneva Water Works,Dibromochloromethane,3.37 ppb,0.1 ppb,
Geneva Water Works,Haloacetic acids (HAA5)†,5.93 ppb,0.1 ppb,60 ppb
Geneva Water Works,"Radium, combined (-226 &amp; -228)",0.35 pCi/L,0.05 pCi/L,5 pCi/L
Geneva Water Works,Total trihalomethanes (TTHMs)†,26.3 ppb,0.15 ppb,80 ppb
Geneva Water Works,Barium,3.31 ppb,700 ppb,"2,000 ppb"
Geneva Water Works,Fluoride,0.1000 ppm,,4 ppm
Geneva Water Works,Manganese,0.515 ppb,100 ppb,
Geneva Water Works,Nitrate,0.0364 ppm,0.14 ppm,10 ppm
Geneva Water Works,Nitrate and nitrite,0.0214 ppm,0.14 ppm,10 ppm
Geneva Water Works,Xylenes (total),0.0580 ppb,"1,800 ppb","10,000 ppb"
Geneva Water Works,None,,,
Gordon Town Of,Bromodichloromethane,1.10 ppb,0.06 ppb,
Gordon Town Of,Chloroform,2.97 ppb,0.4 ppb,
Gordon Town Of,Haloacetic acids (HAA5)†,4.44 ppb,0.1 ppb,60 ppb
Gordon Town Of,"Radium, combined (-226 &amp; -228)",0.98 pCi/L,0.05 pCi/L,5 pCi/L
Gordon Town Of,Total trihalomethanes (TTHMs)†,7.34 ppb,0.15 ppb,80 ppb
Gordon Town Of,Nitrate,0.0450 ppm,0.14 ppm,10 ppm
Gordon Town Of,Nitrate and nitrite,0.180 ppm,0.14 ppm,10 ppm
Gordon Town Of,None,,,
Hartford Water Authority,Bromodichloromethane,0.571 ppb,0.06 ppb,
Hartford Water Authority,Chloroform,1.21 ppb,0.4 ppb,
Hartford Water Authority,Dibromochloromethane,0.257 ppb,0.1 ppb,
Hartford Water Authority,Dichloroacetic acid,0.640 ppb,0.2 ppb,
Hartford Water Authority,Haloacetic acids (HAA5)†,0.880 ppb,0.1 ppb,60 ppb
Hartford Water Authority,"Radium, combined (-226 &amp; -228)",1.12 pCi/L,0.05 pCi/L,5 pCi/L
Hartford Water Authority,Total trihalomethanes (TTHMs)†,2.86 ppb,0.15 ppb,80 ppb
Hartford Water Authority,Trichloroacetic acid,0.240 ppb,0.1 ppb,
Hartford Water Authority,None,,,
Houston County - Feagin Mill,Chromium (hexavalent),0.102 ppb,0.02 ppb,
Houston County - Feagin Mill,Haloacetic acids (HAA9)†,0.126 ppb,0.06 ppb,
Houston County - Feagin Mill,Nitrate and nitrite,0.672 ppm,0.14 ppm,10 ppm
Houston County - Feagin Mill,"Radium, combined (-226 &amp; -228)",2.83 pCi/L,0.05 pCi/L,5 pCi/L
Houston County - Feagin Mill,Aluminum,47.2 ppb,600 ppb,
Houston County - Feagin Mill,Chromium (total),0.0407 ppb,,100 ppb
Houston County - Feagin Mill,Cobalt,2.38 ppb,70 ppb,
Houston County - Feagin Mill,Fluoride,0.927 ppm,,4 ppm
Houston County - Feagin Mill,Manganese,1.62 ppb,100 ppb,
Houston County - Feagin Mill,Strontium,0.0111 ppb,"1,500 ppb",
Houston County - Feagin Mill,Testosterone,0.0350 ppt,,
Houston County - Feagin Mill,Vanadium,0.438 ppb,21 ppb,
Houston County - Feagin Mill,Xylenes (total),0.0615 ppb,"1,800 ppb","10,000 ppb"
Houston County - Feagin Mill,None,,,
Kinsey Water System,Haloacetic acids (HAA5)†,0.327 ppb,0.1 ppb,60 ppb
Kinsey Water System,"Radium, combined (-226 &amp; -228)",1.37 pCi/L,0.05 pCi/L,5 pCi/L
Kinsey Water System,Total trihalomethanes (TTHMs)†,2.82 ppb,0.15 ppb,80 ppb
Kinsey Water System,Barium,12.0 ppb,700 ppb,"2,000 ppb"
Kinsey Water System,Nitrate,0.0525 ppm,0.14 ppm,10 ppm
Kinsey Water System,None,,,
Malvern Water Department,Bromodichloromethane,0.229 ppb,0.06 ppb,
Malvern Water Department,Haloacetic acids (HAA5)†,0.267 ppb,0.1 ppb,60 ppb
Malvern Water Department,"Radium, combined (-226 &amp; -228)",0.74 pCi/L,0.05 pCi/L,5 pCi/L
Malvern Water Department,Total trihalomethanes (TTHMs)†,1.60 ppb,0.15 ppb,80 ppb
Malvern Water Department,Chloroform,0.722 ppb,0.4 ppb,
Malvern Water Department,Dibromochloromethane,0.133 ppb,0.1 ppb,
Malvern Water Department,Ethylbenzene,0.0405 ppb,300 ppb,700 ppb
Malvern Water Department,Manganese,2.17 ppb,100 ppb,
Malvern Water Department,Nitrate,0.203 ppm,0.14 ppm,10 ppm
Malvern Water Department,Nitrate and nitrite,0.140 ppm,0.14 ppm,10 ppm
Malvern Water Department,Xylenes (total),0.281 ppb,"1,800 ppb","10,000 ppb"
Malvern Water Department,None,,,
Samson Water Works,Bromodichloromethane,0.145 ppb,0.06 ppb,
Samson Water Works,Haloacetic acids (HAA5)†,7.89 ppb,0.1 ppb,60 ppb
Samson Water Works,"Radium, combined (-226 &amp; -228)",0.22 pCi/L,0.05 pCi/L,5 pCi/L
Samson Water Works,Total trihalomethanes (TTHMs)†,20.0 ppb,0.15 ppb,80 ppb
Samson Water Works,Chloroform,0.283 ppb,0.4 ppb,
Samson Water Works,Dibromochloromethane,0.135 ppb,0.1 ppb,
Samson Water Works,None,,,
Slocomb Water Works and Sewer Board,Bromodichloromethane,0.534 ppb,0.06 ppb,
Slocomb Water Works and Sewer Board,Dibromochloromethane,0.740 ppb,0.1 ppb,
Slocomb Water Works and Sewer Board,Haloacetic acids (HAA5)†,1.30 ppb,0.1 ppb,60 ppb
Slocomb Water Works and Sewer Board,"Radium, combined (-226 &amp; -228)",0.50 pCi/L,0.05 pCi/L,5 pCi/L
Slocomb Water Works and Sewer Board,Total trihalomethanes (TTHMs)†,7.39 ppb,0.15 ppb,80 ppb
Slocomb Water Works and Sewer Board,Bromoform,0.587 ppb,0.5 ppb,
Slocomb Water Works and Sewer Board,Chloroform,0.277 ppb,0.4 ppb,
Slocomb Water Works and Sewer Board,Fluoride,0.335 ppm,,4 ppm
Slocomb Water Works and Sewer Board,Manganese,4.75 ppb,100 ppb,
Slocomb Water Works and Sewer Board,Nitrate,0.0688 ppm,0.14 ppm,10 ppm
Slocomb Water Works and Sewer Board,Xylenes (total),0.0800 ppb,"1,800 ppb","10,000 ppb"
Slocomb Water Works and Sewer Board,None,,,
Taylor Water System,Haloacetic acids (HAA5)†,1.49 ppb,0.1 ppb,60 ppb
Taylor Water System,Total trihalomethanes (TTHMs)†,6.05 ppb,0.15 ppb,80 ppb
Taylor Water System,Barium,6.50 ppb,700 ppb,"2,000 ppb"
Taylor Water System,Fluoride,0.180 ppm,,4 ppm
Taylor Water System,Manganese,2.23 ppb,100 ppb,
Taylor Water System,Nitrate,0.0863 ppm,0.14 ppm,10 ppm
Taylor Water System,Nitrate and nitrite,0.0800 ppm,0.14 ppm,10 ppm
Taylor Water System,"Radium, combined (-226 &amp; -228)",0.10 pCi/L,0.05 pCi/L,5 pCi/L
Taylor Water System,Xylenes (total),0.278 ppb,"1,800 ppb","10,000 ppb"
Taylor Water System,None,,,
Webb Water System,Haloacetic acids (HAA5)†,0.763 ppb,0.1 ppb,60 ppb
Webb Water System,"Radium, combined (-226 &amp; -228)",0.45 pCi/L,0.05 pCi/L,5 pCi/L
Webb Water System,Total trihalomethanes (TTHMs)†,3.99 ppb,0.15 ppb,80 ppb
Webb Water System,Aluminum,2.00 ppb,600 ppb,
Webb Water System,Barium,2.50 ppb,700 ppb,"2,000 ppb"
Webb Water System,Bromodichloromethane,0.113 ppb,0.06 ppb,
Webb Water System,Chloroform,0.218 ppb,0.4 ppb,
Webb Water System,Dibromochloromethane,0.0659 ppb,0.1 ppb,
Webb Water System,Manganese,12.0 ppb,100 ppb,
Webb Water System,Nitrate,0.251 ppm,0.14 ppm,10 ppm
Webb Water System,Nitrate and nitrite,0.163 ppm,0.14 ppm,10 ppm
Webb Water System,Xylenes (total),0.0217 ppb,"1,800 ppb","10,000 ppb"
Webb Water System,None,,,
Abbeville Water Works & Sewer Board,Bromodichloromethane,0.154 ppb,0.06 ppb,
Abbeville Water Works & Sewer Board,Total trihalomethanes (TTHMs)†,4.44 ppb,0.15 ppb,80 ppb
Abbeville Water Works & Sewer Board,Aluminum,0.750 ppb,600 ppb,
Abbeville Water Works & Sewer Board,Barium,29.0 ppb,700 ppb,"2,000 ppb"
Abbeville Water Works & Sewer Board,Chloroform,0.192 ppb,0.4 ppb,
Abbeville Water Works & Sewer Board,Dibromochloromethane,0.0846 ppb,0.1 ppb,
Abbeville Water Works & Sewer Board,Fluoride,0.255 ppm,,4 ppm
Abbeville Water Works & Sewer Board,Haloacetic acids (HAA5)†,0.1000 ppb,0.1 ppb,60 ppb
Abbeville Water Works & Sewer Board,Manganese,18.8 ppb,100 ppb,
Abbeville Water Works & Sewer Board,Nitrate,0.0350 ppm,0.14 ppm,10 ppm
Abbeville Water Works & Sewer Board,None,,,
Headland Water Works,Haloacetic acids (HAA5)†,0.355 ppb,0.1 ppb,60 ppb
Headland Water Works,"Radium, combined (-226 &amp; -228)",0.27 pCi/L,0.05 pCi/L,5 pCi/L
Headland Water Works,Total trihalomethanes (TTHMs)†,1.55 ppb,0.15 ppb,80 ppb
Headland Water Works,Barium,13.7 ppb,700 ppb,"2,000 ppb"
Headland Water Works,Chromium (hexavalent),0.00775 ppb,0.02 ppb,
Headland Water Works,Manganese,1.72 ppb,100 ppb,
Headland Water Works,Nitrate,0.0150 ppm,0.14 ppm,10 ppm
Headland Water Works,Strontium,0.367 ppb,"1,500 ppb",
Headland Water Works,None,,,
Henry County Water & Sewer Authority,Bromodichloromethane,8.80 ppb,0.06 ppb,
Henry County Water & Sewer Authority,Chloroform,30.8 ppb,0.4 ppb,
Henry County Water & Sewer Authority,Chromium (hexavalent),0.398 ppb,0.02 ppb,
Henry County Water & Sewer Authority,Dibromochloromethane,1.99 ppb,0.1 ppb,
Henry County Water & Sewer Authority,Dichloroacetic acid,12.1 ppb,0.2 ppb,
Henry County Water & Sewer Authority,Haloacetic acids (HAA5)†,24.8 ppb,0.1 ppb,60 ppb
Henry County Water & Sewer Authority,Haloacetic acids (HAA9)†,33.8 ppb,0.06 ppb,
Henry County Water & Sewer Authority,"Radium, combined (-226 &amp; -228)",0.23 pCi/L,0.05 pCi/L,5 pCi/L
Henry County Water & Sewer Authority,Total trihalomethanes (TTHMs)†,42.9 ppb,0.15 ppb,80 ppb
Henry County Water & Sewer Authority,Trichloroacetic acid,12.4 ppb,0.1 ppb,
Henry County Water & Sewer Authority,Alpha-hexachlorocyclohexane,0.00125 ppb,,
Henry County Water & Sewer Authority,Chlorate,105.0 ppb,210 ppb,
Henry County Water & Sewer Authority,Chromium (total),0.375 ppb,,100 ppb
Henry County Water & Sewer Authority,Ethoprop,0.00342 ppb,,
Henry County Water & Sewer Authority,Fluoride,0.577 ppm,,4 ppm
Henry County Water & Sewer Authority,Manganese,13.4 ppb,100 ppb,
Henry County Water & Sewer Authority,Monobromoacetic acid,0.0964 ppb,25 ppb,
Henry County Water & Sewer Authority,Monochloroacetic acid,0.129 ppb,53 ppb,
Henry County Water & Sewer Authority,Nitrate and nitrite,0.0218 ppm,0.14 ppm,10 ppm
Henry County Water & Sewer Authority,Strontium,0.0258 ppb,"1,500 ppb",
Henry County Water & Sewer Authority,Vanadium,0.0833 ppb,21 ppb,
Henry County Water & Sewer Authority,None,,,
Newville Water System,Haloacetic acids (HAA5)†,0.393 ppb,0.1 ppb,60 ppb
