Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
Aquarion Water Company of Connecticut - Simsbury System,Chromium (total),0.347 ppb,,100 ppb
Aquarion Water Company of Connecticut - Simsbury System,Fluoride,0.0517 ppm,,4 ppm
Aquarion Water Company of Connecticut - Simsbury System,Manganese,1.27 ppb,100 ppb,
Aquarion Water Company of Connecticut - Simsbury System,Molybdenum,0.365 ppb,40 ppb,
Aquarion Water Company of Connecticut - Simsbury System,Strontium,0.224 ppb,"1,500 ppb",
Aquarion Water Company of Connecticut - Simsbury System,Vanadium,1.31 ppb,21 ppb,
Aquarion Water Company of Connecticut - Simsbury System,None,,,
Wayne City,Bromodichloromethane,7.29 ppb,0.06 ppb,
Wayne City,Chloroform,33.5 ppb,0.4 ppb,
Wayne City,Dibromoacetic acid,0.823 ppb,0.04 ppb,
Wayne City,Dibromochloromethane,2.60 ppb,0.1 ppb,
Wayne City,Dichloroacetic acid,15.2 ppb,0.2 ppb,
Wayne City,Haloacetic acids (HAA5)†,25.4 ppb,0.1 ppb,60 ppb
Wayne City,Total trihalomethanes (TTHMs)†,43.4 ppb,0.15 ppb,80 ppb
Wayne City,Trichloroacetic acid,7.96 ppb,0.1 ppb,
Wayne City,Aluminum,930.0 ppb,600 ppb,
Wayne City,Atrazine,0.0683 ppb,0.1 ppb,3 ppb
Wayne City,Barium,23.0 ppb,700 ppb,"2,000 ppb"
Wayne City,Bromoform,0.0581 ppb,0.5 ppb,
Wayne City,Fluoride,0.793 ppm,,4 ppm
Wayne City,Manganese,17.7 ppb,100 ppb,
Wayne City,Monobromoacetic acid,1.21 ppb,25 ppb,
Wayne City,Monochloroacetic acid,0.206 ppb,53 ppb,
Wayne City,Nitrate,0.0633 ppm,0.14 ppm,10 ppm
Wayne City,Nitrate and nitrite,0.0500 ppm,0.14 ppm,10 ppm
Wayne City,Simazine,0.0300 ppb,0.1 ppb,4 ppb
Wayne City,None,,,
Western Wayne Water District,Bromodichloromethane,6.55 ppb,0.06 ppb,
Western Wayne Water District,Chloroform,28.6 ppb,0.4 ppb,
Western Wayne Water District,Dibromoacetic acid,0.257 ppb,0.04 ppb,
Western Wayne Water District,Dibromochloromethane,1.54 ppb,0.1 ppb,
Western Wayne Water District,Dichloroacetic acid,9.77 ppb,0.2 ppb,
Western Wayne Water District,Haloacetic acids (HAA5)†,16.2 ppb,0.1 ppb,60 ppb
Western Wayne Water District,Total trihalomethanes (TTHMs)†,36.7 ppb,0.15 ppb,80 ppb
Western Wayne Water District,Trichloroacetic acid,6.03 ppb,0.1 ppb,
Western Wayne Water District,Monobromoacetic acid,0.0302 ppb,25 ppb,
Western Wayne Water District,Monochloroacetic acid,0.109 ppb,53 ppb,
Western Wayne Water District,None,,,
Albion,Arsenic,0.367 ppb,0.004 ppb,10 ppb
Albion,Bromodichloromethane,4.46 ppb,0.06 ppb,
Albion,Chloroform,4.86 ppb,0.4 ppb,
Albion,Dibromoacetic acid,1.11 ppb,0.04 ppb,
Albion,Dibromochloromethane,3.25 ppb,0.1 ppb,
Albion,Dichloroacetic acid,1.18 ppb,0.2 ppb,
Albion,Haloacetic acids (HAA5)†,6.12 ppb,0.1 ppb,60 ppb
Albion,"Radium, combined (-226 &amp; -228)",0.59 pCi/L,0.05 pCi/L,5 pCi/L
Albion,Total trihalomethanes (TTHMs)†,13.3 ppb,0.15 ppb,80 ppb
Albion,Trichloroacetic acid,0.929 ppb,0.1 ppb,
Albion,Barium,61.0 ppb,700 ppb,"2,000 ppb"
Albion,Bromoform,0.728 ppb,0.5 ppb,
Albion,Fluoride,0.350 ppm,,4 ppm
Albion,Manganese,194.1 ppb,100 ppb,
Albion,Monobromoacetic acid,2.37 ppb,25 ppb,
Albion,Monochloroacetic acid,0.527 ppb,53 ppb,
Albion,Nitrate,0.263 ppm,0.14 ppm,10 ppm
Albion,Nitrate and nitrite,0.117 ppm,0.14 ppm,10 ppm
Albion,None,,,
Bone Gap,Arsenic,3.63 ppb,0.004 ppb,10 ppb
Bone Gap,Bromodichloromethane,3.23 ppb,0.06 ppb,
Bone Gap,Chloroform,3.63 ppb,0.4 ppb,
Bone Gap,Dibromoacetic acid,0.733 ppb,0.04 ppb,
Bone Gap,Dibromochloromethane,2.20 ppb,0.1 ppb,
Bone Gap,Dichloroacetic acid,1.57 ppb,0.2 ppb,
Bone Gap,Haloacetic acids (HAA5)†,3.20 ppb,0.1 ppb,60 ppb
Bone Gap,Nitrate and nitrite,0.648 ppm,0.14 ppm,10 ppm
Bone Gap,"Radium, combined (-226 &amp; -228)",1.82 pCi/L,0.05 pCi/L,5 pCi/L
Bone Gap,Total trihalomethanes (TTHMs)†,9.43 ppb,0.15 ppb,80 ppb
Bone Gap,Trichloroacetic acid,0.900 ppb,0.1 ppb,
Bone Gap,Barium,207.0 ppb,700 ppb,"2,000 ppb"
Bone Gap,Bromoform,0.367 ppb,0.5 ppb,
Bone Gap,Fluoride,1.23 ppm,,4 ppm
Bone Gap,Manganese,18.5 ppb,100 ppb,
Bone Gap,Monobromoacetic acid*,0.408 ppb,25 ppb,
Bone Gap,Nitrate,0.233 ppm,0.14 ppm,10 ppm
Bone Gap,Nitrite,0.394 ppm,,1 ppm
Bone Gap,None,,,
Ellery Water Corporation,Arsenic*,0.367 ppb,0.004 ppb,10 ppb
Ellery Water Corporation,Bromodichloromethane,8.60 ppb,0.06 ppb,
Ellery Water Corporation,Bromoform,1.41 ppb,0.5 ppb,
Ellery Water Corporation,Chloroform,11.8 ppb,0.4 ppb,
Ellery Water Corporation,Dibromoacetic acid,1.92 ppb,0.04 ppb,
Ellery Water Corporation,Dibromochloromethane,5.31 ppb,0.1 ppb,
Ellery Water Corporation,Dichloroacetic acid,4.83 ppb,0.2 ppb,
Ellery Water Corporation,Haloacetic acids (HAA5)†,9.70 ppb,0.1 ppb,60 ppb
Ellery Water Corporation,"Radium, combined (-226 &amp; -228)*",0.59 pCi/L,0.05 pCi/L,5 pCi/L
Ellery Water Corporation,Total trihalomethanes (TTHMs)†,27.1 ppb,0.15 ppb,80 ppb
Ellery Water Corporation,Trichloroacetic acid,2.63 ppb,0.1 ppb,
Ellery Water Corporation,Barium*,61.0 ppb,700 ppb,"2,000 ppb"
Ellery Water Corporation,Fluoride*,0.350 ppm,,4 ppm
Ellery Water Corporation,Manganese*,194.1 ppb,100 ppb,
Ellery Water Corporation,Monobromoacetic acid,0.319 ppb,25 ppb,
Ellery Water Corporation,Monochloroacetic acid*,0.527 ppb,53 ppb,
Ellery Water Corporation,Nitrate*,0.263 ppm,0.14 ppm,10 ppm
Ellery Water Corporation,Nitrate and nitrite*,0.117 ppm,0.14 ppm,10 ppm
Ellery Water Corporation,None,,,
West Salem,Arsenic*,0.388 ppb,0.004 ppb,10 ppb
West Salem,Bromodichloromethane,8.09 ppb,0.06 ppb,
West Salem,Bromoform,1.59 ppb,0.5 ppb,
West Salem,Chlorite*,699.3 ppb,50 ppb,"1,000 ppb"
West Salem,Chloroform,6.68 ppb,0.4 ppb,
West Salem,Chromium (hexavalent)*,0.879 ppb,0.02 ppb,
West Salem,Dibromoacetic acid,2.04 ppb,0.04 ppb,
West Salem,Dibromochloromethane,6.69 ppb,0.1 ppb,
West Salem,Dichloroacetic acid,3.56 ppb,0.2 ppb,
West Salem,Haloacetic acids (HAA5)†,7.24 ppb,0.1 ppb,60 ppb
West Salem,Haloacetic acids (HAA9)*†,59.6 ppb,0.06 ppb,
West Salem,Nitrate*,0.508 ppm,0.14 ppm,10 ppm
West Salem,Nitrate and nitrite*,1.03 ppm,0.14 ppm,10 ppm
West Salem,"Radium, combined (-226 &amp; -228)*",0.50 pCi/L,0.05 pCi/L,5 pCi/L
West Salem,Total trihalomethanes (TTHMs)†,23.0 ppb,0.15 ppb,80 ppb
West Salem,Trichloroacetic acid,1.65 ppb,0.1 ppb,
West Salem,Aluminum*,55.0 ppb,600 ppb,
West Salem,Atrazine*,0.125 ppb,0.1 ppb,3 ppb
West Salem,Barium*,24.5 ppb,700 ppb,"2,000 ppb"
West Salem,Chlorate*,174.3 ppb,210 ppb,
West Salem,Chromium (total)*,0.448 ppb,,100 ppb
West Salem,Fluoride*,0.687 ppm,,4 ppm
West Salem,Manganese*,14.1 ppb,100 ppb,
West Salem,Monobromoacetic acid*,1.48 ppb,25 ppb,
West Salem,Monochloroacetic acid*,0.0793 ppb,53 ppb,
West Salem,Selenium*,0.289 ppb,30 ppb,50 ppb
West Salem,Simazine*,0.156 ppb,0.1 ppb,4 ppb
West Salem,Strontium*,7.98 ppb,"1,500 ppb",
West Salem,Vanadium*,0.636 ppb,21 ppb,
West Salem,None,,,
Assumption,Bromodichloromethane,16.2 ppb,0.06 ppb,
Assumption,Bromoform,4.76 ppb,0.5 ppb,
Assumption,Chloroform,13.4 ppb,0.4 ppb,
Assumption,Dibromoacetic acid,2.34 ppb,0.04 ppb,
Assumption,Dibromochloromethane,12.0 ppb,0.1 ppb,
Assumption,Dichloroacetic acid,2.59 ppb,0.2 ppb,
Assumption,Haloacetic acids (HAA5)†,5.41 ppb,0.1 ppb,60 ppb
Assumption,Nitrate,7.45 ppm,0.14 ppm,10 ppm
Assumption,Nitrate and nitrite,7.45 ppm,0.14 ppm,10 ppm
Assumption,Total trihalomethanes (TTHMs)†,46.4 ppb,0.15 ppb,80 ppb
Assumption,Trichloroacetic acid,0.475 ppb,0.1 ppb,
Assumption,Barium,8.10 ppb,700 ppb,"2,000 ppb"
Assumption,Fluoride,0.750 ppm,,4 ppm
Assumption,None,,,
City of Edinburg,Arsenic,0.642 ppb,0.004 ppb,10 ppb
City of Edinburg,Bromochloroacetic acid,6.63 ppb,0.02 ppb,
City of Edinburg,Bromodichloromethane,4.90 ppb,0.06 ppb,
City of Edinburg,Bromoform,18.0 ppb,0.5 ppb,
City of Edinburg,Chlorite,441.0 ppb,50 ppb,"1,000 ppb"
City of Edinburg,Chloroform,1.20 ppb,0.4 ppb,
City of Edinburg,Dibromoacetic acid,11.6 ppb,0.04 ppb,
City of Edinburg,Dibromochloromethane,11.3 ppb,0.1 ppb,
City of Edinburg,Dichloroacetic acid,3.38 ppb,0.2 ppb,
City of Edinburg,Haloacetic acids (HAA5)†,15.9 ppb,0.1 ppb,60 ppb
City of Edinburg,Haloacetic acids (HAA9)†,17.9 ppb,0.06 ppb,
City of Edinburg,Nitrate,0.304 ppm,0.14 ppm,10 ppm
City of Edinburg,"Radium, combined (-226 &amp; -228)",0.87 pCi/L,0.05 pCi/L,5 pCi/L
City of Edinburg,Total trihalomethanes (TTHMs)†,36.5 ppb,0.15 ppb,80 ppb
City of Edinburg,Trichloroacetic acid,0.231 ppb,0.1 ppb,
City of Edinburg,Uranium,1.90 pCi/L,0.43 pCi/L,20 pCi/L
City of Edinburg,Acetone,0.833 ppb,,
City of Edinburg,Aluminum,74.3 ppb,600 ppb,
City of Edinburg,Barium,101.8 ppb,700 ppb,"2,000 ppb"
City of Edinburg,Bromochloromethane,0.00426 ppb,,
City of Edinburg,Chlorate,255.9 ppb,210 ppb,
City of Edinburg,Cyanide,86.7 ppb,,200 ppb
City of Edinburg,Di(2-ethylhexyl) phthalate,0.147 ppb,3 ppb,6 ppb
City of Edinburg,Fluoride,0.479 ppm,,4 ppm
City of Edinburg,Hexadecanoic acid,3.20 ppb,,
City of Edinburg,Manganese,1.64 ppb,100 ppb,
City of Edinburg,Molybdenum,5.87 ppb,40 ppb,
City of Edinburg,Monobromoacetic acid,0.639 ppb,25 ppb,
City of Edinburg,Octadecanoic acid,2.50 ppb,,
City of Edinburg,Selenium,2.14 ppb,30 ppb,50 ppb
City of Edinburg,Strontium,1.33 ppb,"1,500 ppb",
City of Edinburg,Vanadium,3.73 ppb,21 ppb,
City of Edinburg,None,,,
Jeisyville,Bromodichloromethane,14.6 ppb,0.06 ppb,
Jeisyville,Bromoform,3.92 ppb,0.5 ppb,
Jeisyville,Chloroform,15.2 ppb,0.4 ppb,
Jeisyville,Dibromoacetic acid,3.75 ppb,0.04 ppb,
Jeisyville,Dibromochloromethane,13.4 ppb,0.1 ppb,
Jeisyville,Dichloroacetic acid,7.30 ppb,0.2 ppb,
Jeisyville,Haloacetic acids (HAA5)†,13.7 ppb,0.1 ppb,60 ppb
Jeisyville,Total trihalomethanes (TTHMs)†,47.1 ppb,0.15 ppb,80 ppb
Jeisyville,Trichloroacetic acid,1.95 ppb,0.1 ppb,
Jeisyville,Monobromoacetic acid,0.200 ppb,25 ppb,
Jeisyville,Monochloroacetic acid,0.367 ppb,53 ppb,
Kincaid,Bromodichloromethane,12.6 ppb,0.06 ppb,
Kincaid,Bromoform,3.52 ppb,0.5 ppb,
Kincaid,Chloroform,12.6 ppb,0.4 ppb,
Kincaid,Chromium (hexavalent)*,2.75 ppb,0.02 ppb,
Kincaid,Dibromoacetic acid,3.80 ppb,0.04 ppb,
Kincaid,Dibromochloromethane,11.8 ppb,0.1 ppb,
Kincaid,Dichloroacetic acid,7.24 ppb,0.2 ppb,
Kincaid,Haloacetic acids (HAA5)†,13.0 ppb,0.1 ppb,60 ppb
Kincaid,Haloacetic acids (HAA9)*†,21.8 ppb,0.06 ppb,
Kincaid,Nitrate*,4.71 ppm,0.14 ppm,10 ppm
Kincaid,Nitrate and nitrite*,4.96 ppm,0.14 ppm,10 ppm
Kincaid,"Radium, combined (-226 &amp; -228)*",1.49 pCi/L,0.05 pCi/L,5 pCi/L
Kincaid,Total trihalomethanes (TTHMs)†,40.6 ppb,0.15 ppb,80 ppb
Kincaid,Trichloroacetic acid,2.00 ppb,0.1 ppb,
Kincaid,"1,1-Dichloroethane*",0.0425 ppb,3 ppb,
Kincaid,"1,4-Dioxane*",0.228 ppb,0.35 ppb,
Kincaid,Aluminum*,400.0 ppb,600 ppb,
Kincaid,Barium*,19.6 ppb,700 ppb,"2,000 ppb"
Kincaid,Chlorate*,17.6 ppb,210 ppb,
Kincaid,Chromium (total)*,1.61 ppb,,100 ppb
Kincaid,Fluoride*,0.654 ppm,,4 ppm
Kincaid,Manganese*,56.0 ppb,100 ppb,
Kincaid,Monobromoacetic acid*,0.196 ppb,25 ppb,
Kincaid,Selenium*,0.786 ppb,30 ppb,50 ppb
Kincaid,Strontium*,0.0965 ppb,"1,500 ppb",
Kincaid,Vanadium*,1.48 ppb,21 ppb,
Kincaid,None,,,
Langleyville Public Water District,Bromodichloromethane,13.1 ppb,0.06 ppb,
Langleyville Public Water District,Bromoform,4.13 ppb,0.5 ppb,
Langleyville Public Water District,Chloroform,11.9 ppb,0.4 ppb,
Langleyville Public Water District,Chromium (hexavalent)*,2.75 ppb,0.02 ppb,
Langleyville Public Water District,Dibromoacetic acid,4.03 ppb,0.04 ppb,
Langleyville Public Water District,Dibromochloromethane,12.6 ppb,0.1 ppb,
Langleyville Public Water District,Dichloroacetic acid,7.28 ppb,0.2 ppb,
Langleyville Public Water District,Haloacetic acids (HAA5)†,13.0 ppb,0.1 ppb,60 ppb
Langleyville Public Water District,Haloacetic acids (HAA9)*†,21.8 ppb,0.06 ppb,
Langleyville Public Water District,Nitrate*,4.71 ppm,0.14 ppm,10 ppm
Langleyville Public Water District,Nitrate and nitrite*,4.96 ppm,0.14 ppm,10 ppm
Langleyville Public Water District,"Radium, combined (-226 &amp; -228)*",1.49 pCi/L,0.05 pCi/L,5 pCi/L
Langleyville Public Water District,Total trihalomethanes (TTHMs)†,41.8 ppb,0.15 ppb,80 ppb
Langleyville Public Water District,Trichloroacetic acid,1.65 ppb,0.1 ppb,
Langleyville Public Water District,"1,1-Dichloroethane*",0.0425 ppb,3 ppb,
Langleyville Public Water District,"1,4-Dioxane*",0.228 ppb,0.35 ppb,
Langleyville Public Water District,Aluminum*,400.0 ppb,600 ppb,
Langleyville Public Water District,Barium*,19.6 ppb,700 ppb,"2,000 ppb"
Langleyville Public Water District,Chlorate*,17.6 ppb,210 ppb,
Langleyville Public Water District,Chromium (total)*,1.61 ppb,,100 ppb
Langleyville Public Water District,Fluoride*,0.654 ppm,,4 ppm
Langleyville Public Water District,Manganese*,56.0 ppb,100 ppb,
Langleyville Public Water District,Monobromoacetic acid*,0.196 ppb,25 ppb,
Langleyville Public Water District,Selenium*,0.786 ppb,30 ppb,50 ppb
Langleyville Public Water District,Strontium*,0.0965 ppb,"1,500 ppb",
Langleyville Public Water District,Vanadium*,1.48 ppb,21 ppb,
Langleyville Public Water District,None,,,
Morrisonville,Arsenic,0.344 ppb,0.004 ppb,10 ppb
Morrisonville,Bromodichloromethane,5.11 ppb,0.06 ppb,
Morrisonville,Bromoform,2.49 ppb,0.5 ppb,
Morrisonville,Chloroform,2.97 ppb,0.4 ppb,
Morrisonville,Dibromoacetic acid,1.49 ppb,0.04 ppb,
Morrisonville,Dibromochloromethane,6.79 ppb,0.1 ppb,
Morrisonville,Dichloroacetic acid,0.771 ppb,0.2 ppb,
Morrisonville,Haloacetic acids (HAA5)†,3.17 ppb,0.1 ppb,60 ppb
Morrisonville,Nitrate,2.09 ppm,0.14 ppm,10 ppm
Morrisonville,Nitrate and nitrite,2.09 ppm,0.14 ppm,10 ppm
Morrisonville,Total trihalomethanes (TTHMs)†,17.4 ppb,0.15 ppb,80 ppb
Morrisonville,Trichloroacetic acid,0.971 ppb,0.1 ppb,
Morrisonville,Barium,94.0 ppb,700 ppb,"2,000 ppb"
Morrisonville,Fluoride,2.32 ppm,,4 ppm
Morrisonville,None,,,
Mount Auburn,Arsenic,1.81 ppb,0.004 ppb,10 ppb
Mount Auburn,Chloroform,1.30 ppb,0.4 ppb,
Mount Auburn,Dichloroacetic acid,0.867 ppb,0.2 ppb,
Mount Auburn,Haloacetic acids (HAA5)†,1.27 ppb,0.1 ppb,60 ppb
Mount Auburn,Manganese,266.3 ppb,100 ppb,
Mount Auburn,Nitrate and nitrite,0.353 ppm,0.14 ppm,10 ppm
Mount Auburn,"Radium, combined (-226 &amp; -228)",0.76 pCi/L,0.05 pCi/L,5 pCi/L
Mount Auburn,Total trihalomethanes (TTHMs)†,1.30 ppb,0.15 ppb,80 ppb
Mount Auburn,Trichloroacetic acid,0.400 ppb,0.1 ppb,
Mount Auburn,Barium,64.9 ppb,700 ppb,"2,000 ppb"
Mount Auburn,Fluoride,0.411 ppm,,4 ppm
Mount Auburn,Nitrate,0.175 ppm,0.14 ppm,10 ppm
Mount Auburn,Nitrite,0.0177 ppm,,1 ppm
Mount Auburn,Strontium,119.5 ppb,"1,500 ppb",
Mount Auburn,None,,,
Owaneco,Arsenic*,0.388 ppb,0.004 ppb,10 ppb
Owaneco,Bromodichloromethane,10.3 ppb,0.06 ppb,
Owaneco,Bromoform,2.15 ppb,0.5 ppb,
Owaneco,Chlorite*,699.3 ppb,50 ppb,"1,000 ppb"
Owaneco,Chloroform,11.3 ppb,0.4 ppb,
Owaneco,Chromium (hexavalent)*,0.879 ppb,0.02 ppb,
Owaneco,Dibromoacetic acid,2.73 ppb,0.04 ppb,
Owaneco,Dibromochloromethane,8.82 ppb,0.1 ppb,
Owaneco,Dichloroacetic acid,7.32 ppb,0.2 ppb,
Owaneco,Haloacetic acids (HAA5)†,12.5 ppb,0.1 ppb,60 ppb
Owaneco,Haloacetic acids (HAA9)*†,59.6 ppb,0.06 ppb,
Owaneco,Nitrate*,0.508 ppm,0.14 ppm,10 ppm
Owaneco,Nitrate and nitrite*,1.03 ppm,0.14 ppm,10 ppm
Owaneco,"Radium, combined (-226 &amp; -228)*",0.50 pCi/L,0.05 pCi/L,5 pCi/L
Owaneco,Total trihalomethanes (TTHMs)†,32.6 ppb,0.15 ppb,80 ppb
Owaneco,Trichloroacetic acid,2.33 ppb,0.1 ppb,
Owaneco,Aluminum*,55.0 ppb,600 ppb,
Owaneco,Atrazine*,0.125 ppb,0.1 ppb,3 ppb
Owaneco,Barium*,24.5 ppb,700 ppb,"2,000 ppb"
Owaneco,Chlorate*,174.3 ppb,210 ppb,
Owaneco,Chromium (total)*,0.448 ppb,,100 ppb
Owaneco,Fluoride*,0.687 ppm,,4 ppm
Owaneco,Manganese*,14.1 ppb,100 ppb,
Owaneco,Monobromoacetic acid*,1.48 ppb,25 ppb,
Owaneco,Monochloroacetic acid*,0.0793 ppb,53 ppb,
Owaneco,Selenium*,0.289 ppb,30 ppb,50 ppb
Owaneco,Simazine*,0.156 ppb,0.1 ppb,4 ppb
Owaneco,Strontium*,7.98 ppb,"1,500 ppb",
Owaneco,Vanadium*,0.636 ppb,21 ppb,
Owaneco,None,,,
City of Palmer,Bromochloroacetic acid,6.15 ppb,0.02 ppb,
City of Palmer,Bromodichloromethane,12.0 ppb,0.06 ppb,
City of Palmer,Bromoform,1.40 ppb,0.5 ppb,
City of Palmer,Chlorate*,444.6 ppb,210 ppb,
City of Palmer,Chloroform,18.3 ppb,0.4 ppb,
City of Palmer,Chromium (hexavalent)*,0.0697 ppb,0.02 ppb,
City of Palmer,Dibromoacetic acid,2.82 ppb,0.04 ppb,
City of Palmer,Dibromochloromethane,6.62 ppb,0.1 ppb,
City of Palmer,Dichloroacetic acid,11.1 ppb,0.2 ppb,
City of Palmer,Haloacetic acids (HAA5)†,21.8 ppb,0.1 ppb,60 ppb
City of Palmer,Haloacetic acids (HAA9)*†,36.7 ppb,0.06 ppb,
City of Palmer,Nitrate,0.586 ppm,0.14 ppm,10 ppm
City of Palmer,Nitrate and nitrite,0.629 ppm,0.14 ppm,10 ppm
City of Palmer,Total trihalomethanes (TTHMs)†,38.3 ppb,0.15 ppb,80 ppb
City of Palmer,Trichloroacetic acid,6.47 ppb,0.1 ppb,
City of Palmer,1-Butanol *,0.388 ppb,,
City of Palmer,Bromochloromethane*,0.0479 ppb,,
City of Palmer,Chromium (total)*,0.204 ppb,,100 ppb
City of Palmer,Manganese*,1.64 ppb,100 ppb,
City of Palmer,Molybdenum*,4.79 ppb,40 ppb,
City of Palmer,Monobromoacetic acid,0.629 ppb,25 ppb,
City of Palmer,Monochloroacetic acid,0.833 ppb,53 ppb,
City of Palmer,Nitrite*,0.0937 ppm,,1 ppm
City of Palmer,Strontium*,0.480 ppb,"1,500 ppb",
City of Palmer,Vanadium*,1.45 ppb,21 ppb,
City of Palmer,None,,,
Sharpsburg and Neighboring Area Water Sy,Arsenic*,0.900 ppb,0.004 ppb,10 ppb
Sharpsburg and Neighboring Area Water Sy,Bromodichloromethane,4.36 ppb,0.06 ppb,
Sharpsburg and Neighboring Area Water Sy,Bromoform,2.86 ppb,0.5 ppb,
Sharpsburg and Neighboring Area Water Sy,Chloroform,2.13 ppb,0.4 ppb,
Sharpsburg and Neighboring Area Water Sy,Dibromoacetic acid,1.56 ppb,0.04 ppb,
Sharpsburg and Neighboring Area Water Sy,Dibromochloromethane,5.65 ppb,0.1 ppb,
Sharpsburg and Neighboring Area Water Sy,Dichloroacetic acid,0.506 ppb,0.2 ppb,
Sharpsburg and Neighboring Area Water Sy,Haloacetic acids (HAA5)†,2.61 ppb,0.1 ppb,60 ppb
Sharpsburg and Neighboring Area Water Sy,Nitrate*,4.54 ppm,0.14 ppm,10 ppm
Sharpsburg and Neighboring Area Water Sy,Nitrate and nitrite*,5.15 ppm,0.14 ppm,10 ppm
Sharpsburg and Neighboring Area Water Sy,"Radium, combined (-226 &amp; -228)*",0.39 pCi/L,0.05 pCi/L,5 pCi/L
Sharpsburg and Neighboring Area Water Sy,Total trihalomethanes (TTHMs)†,14.9 ppb,0.15 ppb,80 ppb
Sharpsburg and Neighboring Area Water Sy,Barium*,10.4 ppb,700 ppb,"2,000 ppb"
Sharpsburg and Neighboring Area Water Sy,Fluoride*,0.750 ppm,,4 ppm
Sharpsburg and Neighboring Area Water Sy,Manganese*,6.70 ppb,100 ppb,
Sharpsburg and Neighboring Area Water Sy,Monobromoacetic acid,0.552 ppb,25 ppb,
Sharpsburg and Neighboring Area Water Sy,None,,,
"Southeastern Connecticut Water Authority, North Stonington Division (nst)",Nitrate,0.527 ppm,0.14 ppm,10 ppm
"Southeastern Connecticut Water Authority, North Stonington Division (nst)",Nitrate and nitrite,0.508 ppm,0.14 ppm,10 ppm
"Southeastern Connecticut Water Authority, North Stonington Division (nst)",Barium,9.50 ppb,700 ppb,"2,000 ppb"
"Southeastern Connecticut Water Authority, North Stonington Division (nst)",Beryllium,0.1000 ppb,1 ppb,4 ppb
"Southeastern Connecticut Water Authority, North Stonington Division (nst)",None,,,
Tovey,Bromodichloromethane,9.86 ppb,0.06 ppb,
Tovey,Chloroform,41.5 ppb,0.4 ppb,
Tovey,Dibromoacetic acid,0.1000 ppb,0.04 ppb,
Tovey,Dibromochloromethane,2.62 ppb,0.1 ppb,
Tovey,Dichloroacetic acid,16.5 ppb,0.2 ppb,
Tovey,Haloacetic acids (HAA5)†,30.8 ppb,0.1 ppb,60 ppb
Tovey,Total trihalomethanes (TTHMs)†,54.0 ppb,0.15 ppb,80 ppb
Tovey,Trichloroacetic acid,13.7 ppb,0.1 ppb,
Tovey,Monobromoacetic acid,0.285 ppb,25 ppb,
Tovey,Monochloroacetic acid,0.189 ppb,53 ppb,
Tovey,None,,,
Bgwc Springfield Acres (sc4050006),Bromodichloromethane,0.343 ppb,0.06 ppb,
Bgwc Springfield Acres (sc4050006),Cadmium,0.188 ppb,0.04 ppb,5 ppb
Bgwc Springfield Acres (sc4050006),Nitrate,0.345 ppm,0.14 ppm,10 ppm
Bgwc Springfield Acres (sc4050006),Nitrate and nitrite,0.350 ppm,0.14 ppm,10 ppm
Bgwc Springfield Acres (sc4050006),"Radium, combined (-226 &amp; -228)",0.66 pCi/L,0.05 pCi/L,5 pCi/L
Bgwc Springfield Acres (sc4050006),Total trihalomethanes (TTHMs)†,0.471 ppb,0.15 ppb,80 ppb
Bgwc Springfield Acres (sc4050006),Dibromochloromethane,0.127 ppb,0.1 ppb,
Bgwc Springfield Acres (sc4050006),Haloacetic acids (HAA5)†,0.192 ppb,0.1 ppb,60 ppb
Bgwc Springfield Acres (sc4050006),Trichloroacetic acid,0.192 ppb,0.1 ppb,
Bgwc Springfield Acres (sc4050006),None,,,
Chatham,Bromodichloromethane,11.1 ppb,0.06 ppb,
Chatham,Bromoform,1.46 ppb,0.5 ppb,
Chatham,Chloroform,15.3 ppb,0.4 ppb,
Chatham,Dibromoacetic acid,2.25 ppb,0.04 ppb,
Chatham,Dibromochloromethane,7.82 ppb,0.1 ppb,
Chatham,Dichloroacetic acid,10.8 ppb,0.2 ppb,
Chatham,Haloacetic acids (HAA5)†,16.2 ppb,0.1 ppb,60 ppb
Chatham,Haloacetic acids (HAA9)†,35.0 ppb,0.06 ppb,
Chatham,Nitrate*,0.391 ppm,0.14 ppm,10 ppm
Chatham,Nitrate and nitrite*,0.396 ppm,0.14 ppm,10 ppm
Chatham,"Radium, combined (-226 &amp; -228)*",0.97 pCi/L,0.05 pCi/L,5 pCi/L
Chatham,Total trihalomethanes (TTHMs)†,35.6 ppb,0.15 ppb,80 ppb
Chatham,Trichloroacetic acid,1.75 ppb,0.1 ppb,
Chatham,Barium*,25.7 ppb,700 ppb,"2,000 ppb"
Chatham,Bromochloromethane,0.227 ppb,,
Chatham,Chlorate,187.6 ppb,210 ppb,
Chatham,Chromium (hexavalent),0.0380 ppb,0.02 ppb,
Chatham,Fluoride*,0.839 ppm,,4 ppm
Chatham,Manganese,9.05 ppb,100 ppb,
Chatham,Molybdenum,0.174 ppb,40 ppb,
Chatham,Monobromoacetic acid,0.204 ppb,25 ppb,
Chatham,Monochloroacetic acid,1.11 ppb,53 ppb,
Chatham,Strontium,0.0755 ppb,"1,500 ppb",
Chatham,Vanadium,0.941 ppb,21 ppb,
Chatham,None,,,
Curran-gardner Township Public Water District,Bromodichloromethane,9.13 ppb,0.06 ppb,
Curran-gardner Township Public Water District,Bromoform,18.1 ppb,0.5 ppb,
