,Utility name,City,People served,Zip
27,,,Population served: 0,97467
28,Winston-dillard Water District,Winston,"Population served: 8,060",97467
29,"Yoncalla, City of",Yoncalla,"Population served: 1,095",97467
0,North Clackamas County Water Commission,"Oregon City, OR","Population served:87,700",97049
1,South Fork Water Board,"Oregon City, OR","Population served:65,000",97049
2,Sunrise Water Authority,"Happy Valley, OR","Population served:46,228",97049
3,Clackamas River Water - Clackamas,"Clackamas, OR","Population served:41,338",97049
4,Lake Oswego Municipal Water,"Lake Oswego, OR","Population served:36,453",97049
5,Oregon City,"Oregon City, OR","Population served:33,940",97049
6,Oak Lodge Water District,"Milwaukie, OR","Population served:30,000",97049
7,City of West Linn,"West Linn, OR","Population served:25,002",97049
8,City of Milwaukie,"Milwaukie, OR","Population served:20,500",97049
9,City of Wilsonville,"Wilsonville, OR","Population served:22,729",97049
0,Baker City,Baker City,"Population served: 9,890",97870
1,"Haines, City of",Haines,Population served: 415,97870
2,"Halfway, City of",Halfway,Population served: 290,97870
3,"Huntington, City of",Huntington,Population served: 445,97870
4,Idaho Power-oxbow Village,Oxbow,Population served: 75,97870
5,"Richland, City of",Richland,Population served: 245,97870
6,"Sumpter, City of",Sumpter,Population served: 205,97870
7,"Unity, City of",Unity,Population served: 71,97870
8,Western Heights Water Company,Baker City,Population served: 70,97870
0,Buell-red Prairie Water District,Sheridan,Population served: 788,97371
1,City of Dallas,Dallas,"Population served: 14,700",97371
2,"Falls City, City of",Falls City,"Population served: 1,000",97371
3,Grand Ronde Community Water Association,Grand Ronde,"Population served: 2,500",97371
4,Independence Water System,Independence,"Population served: 8,600",97371
5,Luckiamute Domestic Water Co-op,Monmouth,"Population served: 2,738",97371
6,"Monmouth, City of",Monmouth,"Population served: 9,855",97371
7,Orchard Heights Water Association,Lyons,Population served: 500,97371
8,Perrydale Domestic Water Association,Amity,"Population served: 2,195",97371
9,Pioneer Park Co-op Inc.,Salem,Population served: 54,97371
10,Rickreall Water Association,Rickreall,"Population served: 1,650",97371
11,Rock Creek Water District,Grand Ronde,Population served: 235,97371
0,"Canyonville, City of",Canyonville,"Population served: 1,975",97469
1,City of Roseburg,Roseburg,"Population served: 28,800",97469
2,Clarks Branch Water Association,Myrtle Creek,Population served: 140,97469
3,Diamond Lake Lodge/resort,Diamond Lake,Population served: 90,97469
4,"Drain, City of",Drain,"Population served: 1,151",97469
5,"Elkton, City of",Elkton,Population served: 200,97469
6,Fortune Branch Mobile Village,Myrtle Creek,Population served: 80,97469
7,"Glendale, City of",Cave Junction,Population served: 980,97469
8,Glide Water Association,Glide,"Population served: 1,200",97469
9,Lawson Acres Water Association,Riddle,Population served: 75,97469
10,Milo Academy,Days Creek,Population served: 150,97469
11,"Myrtle Creek, City of",Myrtle Creek,"Population served: 3,490",97469
12,"Oakland, City of",Oakland,Population served: 954,97469
13,Porter Creek Mobile Home Park,Tenmile,Population served: 35,97469
14,Pp&l-toketee Village,Idleyld Park,Population served: 50,97469
15,"Reedsport, City of",Reedsport,"Population served: 4,784",97469
16,Rice Hill West Subdivision,Oakland,Population served: 36,97469
17,"Riddle, City of",Riddle,"Population served: 1,300",97469
18,Roberts Creek Water District,Roseburg,"Population served: 6,500",97469
19,South Umpqua Water Association,Riddle,Population served: 575,97469
20,"Sutherlin, City of",Sutherlin,"Population served: 8,060",97469
21,Tri-city Jw&sa,Myrtle Creek,"Population served: 3,500",97469
22,U.S. Forest Service Toketee Ranger Station,Roseburg,Population served: 150,97469
23,U.S. Forest Service Wolf Creek Job Corps,Roseburg,Population served: 291,97469
24,Umpqua Basin Water Association,Roseburg,"Population served: 8,900",97469
25,Umpqua Ranch Co-op,Idleyld,Population served: 161,97469
26,Union Gap Water District,Oakland,Population served: 150,97469
27,,,Population served: 0,97469
28,Winston-dillard Water District,Winston,"Population served: 8,060",97469
29,"Yoncalla, City of",Yoncalla,"Population served: 1,095",97469
0,Burns Water Department,Burns,"Population served: 3,000",97758
1,G H2o Inc.,Hines,Population served: 65,97758
2,Hines Water Department,Hines,"Population served: 1,563",97758
0,"Tillamook Water Department, City of","Tillamook, OR","Population served:4,885",97136
1,Manzanita Water Department,"Manzanita, OR","Population served:3,200",97136
2,Rockaway Beach Water District,"Rockaway Beach, OR","Population served:2,600",97136
3,Netarts Water District,"Netarts, OR","Population served:1,800",97136
4,"Nehalem, City of","Nehalem, OR","Population served:1,700",97136
0,Medford Water Commission,"Medford, OR","Population served:91,000",97537
1,Ashland Water Department,"Ashland, OR","Population served:20,700",97537
2,City of Central Point,"Central Point, OR","Population served:17,025",97537
3,"Eagle Point, City of","Eagle Point, OR","Population served:9,697",97537
4,"Talent, City of","Talent, OR","Population served:6,850",97537
5,"Phoenix, City of","Phoenix, OR","Population served:4,603",97537
6,"Jacksonville, City of","Jacksonville, OR","Population served:2,850",97537
7,"Rogue River, City of","Rogue River, OR","Population served:2,250",97537
8,"Gold Hill, City of","Gold Hill, OR","Population served:1,115",97537
9,Hiland Water Company - Shady Cove,"Newberg, OR","Population served:1,000",97537
0,"Canyonville, City of",Canyonville,"Population served: 1,975",97470
1,City of Roseburg,Roseburg,"Population served: 28,800",97470
2,Clarks Branch Water Association,Myrtle Creek,Population served: 140,97470
3,Diamond Lake Lodge/resort,Diamond Lake,Population served: 90,97470
4,"Drain, City of",Drain,"Population served: 1,151",97470
5,"Elkton, City of",Elkton,Population served: 200,97470
6,Fortune Branch Mobile Village,Myrtle Creek,Population served: 80,97470
7,"Glendale, City of",Cave Junction,Population served: 980,97470
8,Glide Water Association,Glide,"Population served: 1,200",97470
9,Lawson Acres Water Association,Riddle,Population served: 75,97470
10,Milo Academy,Days Creek,Population served: 150,97470
11,"Myrtle Creek, City of",Myrtle Creek,"Population served: 3,490",97470
12,"Oakland, City of",Oakland,Population served: 954,97470
13,Porter Creek Mobile Home Park,Tenmile,Population served: 35,97470
14,Pp&l-toketee Village,Idleyld Park,Population served: 50,97470
15,"Reedsport, City of",Reedsport,"Population served: 4,784",97470
16,Rice Hill West Subdivision,Oakland,Population served: 36,97470
17,"Riddle, City of",Riddle,"Population served: 1,300",97470
18,Roberts Creek Water District,Roseburg,"Population served: 6,500",97470
19,South Umpqua Water Association,Riddle,Population served: 575,97470
20,"Sutherlin, City of",Sutherlin,"Population served: 8,060",97470
21,Tri-city Jw&sa,Myrtle Creek,"Population served: 3,500",97470
22,U.S. Forest Service Toketee Ranger Station,Roseburg,Population served: 150,97470
23,U.S. Forest Service Wolf Creek Job Corps,Roseburg,Population served: 291,97470
24,Umpqua Basin Water Association,Roseburg,"Population served: 8,900",97470
25,Umpqua Ranch Co-op,Idleyld,Population served: 161,97470
26,Union Gap Water District,Oakland,Population served: 150,97470
27,,,Population served: 0,97470
28,Winston-dillard Water District,Winston,"Population served: 8,060",97470
29,"Yoncalla, City of",Yoncalla,"Population served: 1,095",97470
0,"Canyonville, City of",Canyonville,"Population served: 1,975",97471
1,City of Roseburg,Roseburg,"Population served: 28,800",97471
2,Clarks Branch Water Association,Myrtle Creek,Population served: 140,97471
3,Diamond Lake Lodge/resort,Diamond Lake,Population served: 90,97471
4,"Drain, City of",Drain,"Population served: 1,151",97471
5,"Elkton, City of",Elkton,Population served: 200,97471
6,Fortune Branch Mobile Village,Myrtle Creek,Population served: 80,97471
7,"Glendale, City of",Cave Junction,Population served: 980,97471
8,Glide Water Association,Glide,"Population served: 1,200",97471
9,Lawson Acres Water Association,Riddle,Population served: 75,97471
10,Milo Academy,Days Creek,Population served: 150,97471
11,"Myrtle Creek, City of",Myrtle Creek,"Population served: 3,490",97471
12,"Oakland, City of",Oakland,Population served: 954,97471
13,Porter Creek Mobile Home Park,Tenmile,Population served: 35,97471
14,Pp&l-toketee Village,Idleyld Park,Population served: 50,97471
15,"Reedsport, City of",Reedsport,"Population served: 4,784",97471
16,Rice Hill West Subdivision,Oakland,Population served: 36,97471
17,"Riddle, City of",Riddle,"Population served: 1,300",97471
18,Roberts Creek Water District,Roseburg,"Population served: 6,500",97471
19,South Umpqua Water Association,Riddle,Population served: 575,97471
20,"Sutherlin, City of",Sutherlin,"Population served: 8,060",97471
21,Tri-city Jw&sa,Myrtle Creek,"Population served: 3,500",97471
22,U.S. Forest Service Toketee Ranger Station,Roseburg,Population served: 150,97471
23,U.S. Forest Service Wolf Creek Job Corps,Roseburg,Population served: 291,97471
24,Umpqua Basin Water Association,Roseburg,"Population served: 8,900",97471
25,Umpqua Ranch Co-op,Idleyld,Population served: 161,97471
26,Union Gap Water District,Oakland,Population served: 150,97471
27,,,Population served: 0,97471
28,Winston-dillard Water District,Winston,"Population served: 8,060",97471
29,"Yoncalla, City of",Yoncalla,"Population served: 1,095",97471
0,Grass Valley Water System,Grass Valley,Population served: 170,97050
1,"Moro, City of",Moro,Population served: 350,97050
2,Rufus Public Works,Rufus,Population served: 270,97050
3,"Wasco, City of",Wasco,Population served: 415,97050
0,Salem Public Works,"Salem, OR","Population served:192,000",97373
1,City of Keizer,"Keizer, OR","Population served:37,505",97373
2,City of Woodburn,"Woodburn, OR","Population served:24,670",97373
3,Suburban East Salem WD,"Salem, OR","Population served:13,600",97373
4,"Silverton, City of","Silverton, OR","Population served:10,325",97373
5,Stayton Water Supply,"Stayton, OR","Population served:7,830",97373
6,"Mount Angel, City of","Mt. Angel, OR","Population served:3,450",97373
7,"Aumsville, City of","Aumsville, OR","Population served:3,945",97373
8,"Hubbard, City of","Hubbard, OR","Population served:3,304",97373
9,"Sublimity, City of","Sublimity, OR","Population served:2,760",97373
0,City of St. Helens,"St Helens, OR","Population served:13,225",97051
1,"Scappoose, City of","Scappoose, OR","Population served:6,800",97051
2,"Vernonia, City of","Vernonia, OR","Population served:2,475",97051
3,"Clatskanie, City of","Clatskanie, OR","Population served:2,392",97051
4,Mcnulty Water People's Utility District,"St. Helens, OR","Population served:2,500",97051
0,Salem Public Works,"Salem, OR","Population served:192,000",97137
1,City of Keizer,"Keizer, OR","Population served:37,505",97137
2,City of Woodburn,"Woodburn, OR","Population served:24,670",97137
3,Suburban East Salem WD,"Salem, OR","Population served:13,600",97137
4,"Silverton, City of","Silverton, OR","Population served:10,325",97137
5,Stayton Water Supply,"Stayton, OR","Population served:7,830",97137
6,"Mount Angel, City of","Mt. Angel, OR","Population served:3,450",97137
7,"Aumsville, City of","Aumsville, OR","Population served:3,945",97137
8,"Hubbard, City of","Hubbard, OR","Population served:3,304",97137
9,"Sublimity, City of","Sublimity, OR","Population served:2,760",97137
0,Salem Public Works,"Salem, OR","Population served:192,000",97301
1,City of Keizer,"Keizer, OR","Population served:37,505",97301
2,City of Woodburn,"Woodburn, OR","Population served:24,670",97301
3,Suburban East Salem WD,"Salem, OR","Population served:13,600",97301
4,"Silverton, City of","Silverton, OR","Population served:10,325",97301
5,Stayton Water Supply,"Stayton, OR","Population served:7,830",97301
6,"Mount Angel, City of","Mt. Angel, OR","Population served:3,450",97301
7,"Aumsville, City of","Aumsville, OR","Population served:3,945",97301
8,"Hubbard, City of","Hubbard, OR","Population served:3,304",97301
9,"Sublimity, City of","Sublimity, OR","Population served:2,760",97301
0,Salem Public Works,"Salem, OR","Population served:192,000",97302
1,City of Keizer,"Keizer, OR","Population served:37,505",97302
2,City of Woodburn,"Woodburn, OR","Population served:24,670",97302
3,Suburban East Salem WD,"Salem, OR","Population served:13,600",97302
4,"Silverton, City of","Silverton, OR","Population served:10,325",97302
5,Stayton Water Supply,"Stayton, OR","Population served:7,830",97302
6,"Mount Angel, City of","Mt. Angel, OR","Population served:3,450",97302
7,"Aumsville, City of","Aumsville, OR","Population served:3,945",97302
8,"Hubbard, City of","Hubbard, OR","Population served:3,304",97302
9,"Sublimity, City of","Sublimity, OR","Population served:2,760",97302
0,Salem Public Works,"Salem, OR","Population served:192,000",97303
1,City of Keizer,"Keizer, OR","Population served:37,505",97303
2,City of Woodburn,"Woodburn, OR","Population served:24,670",97303
3,Suburban East Salem WD,"Salem, OR","Population served:13,600",97303
4,"Silverton, City of","Silverton, OR","Population served:10,325",97303
5,Stayton Water Supply,"Stayton, OR","Population served:7,830",97303
6,"Mount Angel, City of","Mt. Angel, OR","Population served:3,450",97303
7,"Aumsville, City of","Aumsville, OR","Population served:3,945",97303
8,"Hubbard, City of","Hubbard, OR","Population served:3,304",97303
9,"Sublimity, City of","Sublimity, OR","Population served:2,760",97303
0,Salem Public Works,"Salem, OR","Population served:192,000",97305
1,City of Keizer,"Keizer, OR","Population served:37,505",97305
2,City of Woodburn,"Woodburn, OR","Population served:24,670",97305
3,Suburban East Salem WD,"Salem, OR","Population served:13,600",97305
4,"Silverton, City of","Silverton, OR","Population served:10,325",97305
5,Stayton Water Supply,"Stayton, OR","Population served:7,830",97305
6,"Mount Angel, City of","Mt. Angel, OR","Population served:3,450",97305
7,"Aumsville, City of","Aumsville, OR","Population served:3,945",97305
8,"Hubbard, City of","Hubbard, OR","Population served:3,304",97305
9,"Sublimity, City of","Sublimity, OR","Population served:2,760",97305
0,Salem Public Works,"Salem, OR","Population served:192,000",97306
1,City of Keizer,"Keizer, OR","Population served:37,505",97306
2,City of Woodburn,"Woodburn, OR","Population served:24,670",97306
3,Suburban East Salem WD,"Salem, OR","Population served:13,600",97306
4,"Silverton, City of","Silverton, OR","Population served:10,325",97306
5,Stayton Water Supply,"Stayton, OR","Population served:7,830",97306
6,"Mount Angel, City of","Mt. Angel, OR","Population served:3,450",97306
7,"Aumsville, City of","Aumsville, OR","Population served:3,945",97306
8,"Hubbard, City of","Hubbard, OR","Population served:3,304",97306
9,"Sublimity, City of","Sublimity, OR","Population served:2,760",97306
0,Salem Public Works,"Salem, OR","Population served:192,000",97308
1,City of Keizer,"Keizer, OR","Population served:37,505",97308
2,City of Woodburn,"Woodburn, OR","Population served:24,670",97308
3,Suburban East Salem WD,"Salem, OR","Population served:13,600",97308
4,"Silverton, City of","Silverton, OR","Population served:10,325",97308
5,Stayton Water Supply,"Stayton, OR","Population served:7,830",97308
6,"Mount Angel, City of","Mt. Angel, OR","Population served:3,450",97308
7,"Aumsville, City of","Aumsville, OR","Population served:3,945",97308
8,"Hubbard, City of","Hubbard, OR","Population served:3,304",97308
9,"Sublimity, City of","Sublimity, OR","Population served:2,760",97308
0,Salem Public Works,"Salem, OR","Population served:192,000",97309
1,City of Keizer,"Keizer, OR","Population served:37,505",97309
2,City of Woodburn,"Woodburn, OR","Population served:24,670",97309
3,Suburban East Salem WD,"Salem, OR","Population served:13,600",97309
4,"Silverton, City of","Silverton, OR","Population served:10,325",97309
5,Stayton Water Supply,"Stayton, OR","Population served:7,830",97309
6,"Mount Angel, City of","Mt. Angel, OR","Population served:3,450",97309
7,"Aumsville, City of","Aumsville, OR","Population served:3,945",97309
8,"Hubbard, City of","Hubbard, OR","Population served:3,304",97309
9,"Sublimity, City of","Sublimity, OR","Population served:2,760",97309
0,Salem Public Works,"Salem, OR","Population served:192,000",97310
1,City of Keizer,"Keizer, OR","Population served:37,505",97310
2,City of Woodburn,"Woodburn, OR","Population served:24,670",97310
3,Suburban East Salem WD,"Salem, OR","Population served:13,600",97310
4,"Silverton, City of","Silverton, OR","Population served:10,325",97310
5,Stayton Water Supply,"Stayton, OR","Population served:7,830",97310
6,"Mount Angel, City of","Mt. Angel, OR","Population served:3,450",97310
7,"Aumsville, City of","Aumsville, OR","Population served:3,945",97310
8,"Hubbard, City of","Hubbard, OR","Population served:3,304",97310
9,"Sublimity, City of","Sublimity, OR","Population served:2,760",97310
0,Salem Public Works,"Salem, OR","Population served:192,000",97312
1,City of Keizer,"Keizer, OR","Population served:37,505",97312
2,City of Woodburn,"Woodburn, OR","Population served:24,670",97312
3,Suburban East Salem WD,"Salem, OR","Population served:13,600",97312
4,"Silverton, City of","Silverton, OR","Population served:10,325",97312
5,Stayton Water Supply,"Stayton, OR","Population served:7,830",97312
6,"Mount Angel, City of","Mt. Angel, OR","Population served:3,450",97312
7,"Aumsville, City of","Aumsville, OR","Population served:3,945",97312
8,"Hubbard, City of","Hubbard, OR","Population served:3,304",97312
9,"Sublimity, City of","Sublimity, OR","Population served:2,760",97312
0,Salem Public Works,"Salem, OR","Population served:192,000",97314
1,City of Keizer,"Keizer, OR","Population served:37,505",97314
2,City of Woodburn,"Woodburn, OR","Population served:24,670",97314
3,Suburban East Salem WD,"Salem, OR","Population served:13,600",97314
4,"Silverton, City of","Silverton, OR","Population served:10,325",97314
5,Stayton Water Supply,"Stayton, OR","Population served:7,830",97314
6,"Mount Angel, City of","Mt. Angel, OR","Population served:3,450",97314
7,"Aumsville, City of","Aumsville, OR","Population served:3,945",97314
8,"Hubbard, City of","Hubbard, OR","Population served:3,304",97314
9,"Sublimity, City of","Sublimity, OR","Population served:2,760",97314
0,Salem Public Works,"Salem, OR","Population served:192,000",97317
1,City of Keizer,"Keizer, OR","Population served:37,505",97317
2,City of Woodburn,"Woodburn, OR","Population served:24,670",97317
3,Suburban East Salem WD,"Salem, OR","Population served:13,600",97317
4,"Silverton, City of","Silverton, OR","Population served:10,325",97317
5,Stayton Water Supply,"Stayton, OR","Population served:7,830",97317
6,"Mount Angel, City of","Mt. Angel, OR","Population served:3,450",97317
7,"Aumsville, City of","Aumsville, OR","Population served:3,945",97317
8,"Hubbard, City of","Hubbard, OR","Population served:3,304",97317
9,"Sublimity, City of","Sublimity, OR","Population served:2,760",97317
0,McMinnville Water & Light,"Mcminnville, OR","Population served:33,896",97304
1,City of Newberg,"Newberg, OR","Population served:23,795",97304
2,City of Dallas,"Dallas, OR","Population served:14,700",97304
3,"Monmouth, City of","Monmouth, OR","Population served:9,855",97304
4,Independence Water System,"Independence, OR","Population served:8,600",97304
0,North Clackamas County Water Commission,"Oregon City, OR","Population served:87,700",97055
1,South Fork Water Board,"Oregon City, OR","Population served:65,000",97055
2,Sunrise Water Authority,"Happy Valley, OR","Population served:46,228",97055
3,Clackamas River Water - Clackamas,"Clackamas, OR","Population served:41,338",97055
4,Lake Oswego Municipal Water,"Lake Oswego, OR","Population served:36,453",97055
5,Oregon City,"Oregon City, OR","Population served:33,940",97055
6,Oak Lodge Water District,"Milwaukie, OR","Population served:30,000",97055
7,City of West Linn,"West Linn, OR","Population served:25,002",97055
8,City of Milwaukie,"Milwaukie, OR","Population served:20,500",97055
9,City of Wilsonville,"Wilsonville, OR","Population served:22,729",97055
0,Portland Water Bureau,"Portland, OR","Population served:614,059",97056
1,Joint Water Commission,"Hillsboro, OR","Population served:397,769",97056
2,Tualatin Valley Water District,"Beaverton, OR","Population served:222,000",97056
3,City of Hillsboro,"Hillsboro, OR","Population served:88,243",97056
4,City of Beaverton,"Beaverton, OR","Population served:70,000",97056
5,Cty of Gresham,"Gresham, OR","Population served:73,932",97056
6,Rockwood People's Utilities Department,"Portland, OR","Population served:61,082",97056
7,City of Tigard,"Tigard, OR","Population served:60,236",97056
8,City of Tualatin,"Tualatin, OR","Population served:26,879",97056
9,City of Forest Grove,"Forest Grove, OR","Population served:23,080",97056
0,City of Albany,"Albany, OR","Population served:56,100",97374
1,City of Lebanon,"Lebanon, OR","Population served:15,518",97374
2,"Sweet Home, City of","Lebanon, OR","Population served:9,065",97374
3,"Harrisburg, City of","Harrisburg, OR","Population served:3,650",97374
4,Lyons Mehama Water District,"Lyons, OR","Population served:1,300",97374
0,Salem Public Works,"Salem, OR","Population served:192,000",97375
1,North Clackamas County Water Commission,"Oregon City, OR","Population served:87,700",97375
2,South Fork Water Board,"Oregon City, OR","Population served:65,000",97375
3,Sunrise Water Authority,"Happy Valley, OR","Population served:46,228",97375
4,Clackamas River Water - Clackamas,"Clackamas, OR","Population served:41,338",97375
5,City of Keizer,"Keizer, OR","Population served:37,505",97375
6,Lake Oswego Municipal Water,"Lake Oswego, OR","Population served:36,453",97375
7,Oregon City,"Oregon City, OR","Population served:33,940",97375
8,Oak Lodge Water District,"Milwaukie, OR","Population served:30,000",97375
9,City of West Linn,"West Linn, OR","Population served:25,002",97375
0,"Canyonville, City of",Canyonville,"Population served: 1,975",97473
1,City of Roseburg,Roseburg,"Population served: 28,800",97473
2,Clarks Branch Water Association,Myrtle Creek,Population served: 140,97473
3,Diamond Lake Lodge/resort,Diamond Lake,Population served: 90,97473
4,"Drain, City of",Drain,"Population served: 1,151",97473
5,"Elkton, City of",Elkton,Population served: 200,97473
6,Fortune Branch Mobile Village,Myrtle Creek,Population served: 80,97473
7,"Glendale, City of",Cave Junction,Population served: 980,97473
8,Glide Water Association,Glide,"Population served: 1,200",97473
9,Lawson Acres Water Association,Riddle,Population served: 75,97473
10,Milo Academy,Days Creek,Population served: 150,97473
11,"Myrtle Creek, City of",Myrtle Creek,"Population served: 3,490",97473
12,"Oakland, City of",Oakland,Population served: 954,97473
13,Porter Creek Mobile Home Park,Tenmile,Population served: 35,97473
14,Pp&l-toketee Village,Idleyld Park,Population served: 50,97473
15,"Reedsport, City of",Reedsport,"Population served: 4,784",97473
16,Rice Hill West Subdivision,Oakland,Population served: 36,97473
17,"Riddle, City of",Riddle,"Population served: 1,300",97473
18,Roberts Creek Water District,Roseburg,"Population served: 6,500",97473
19,South Umpqua Water Association,Riddle,Population served: 575,97473
20,"Sutherlin, City of",Sutherlin,"Population served: 8,060",97473
21,Tri-city Jw&sa,Myrtle Creek,"Population served: 3,500",97473
22,U.S. Forest Service Toketee Ranger Station,Roseburg,Population served: 150,97473
23,U.S. Forest Service Wolf Creek Job Corps,Roseburg,Population served: 291,97473
24,Umpqua Basin Water Association,Roseburg,"Population served: 8,900",97473
25,Umpqua Ranch Co-op,Idleyld,Population served: 161,97473
26,Union Gap Water District,Oakland,Population served: 150,97473
27,,,Population served: 0,97473
28,Winston-dillard Water District,Winston,"Population served: 8,060",97473
29,"Yoncalla, City of",Yoncalla,"Population served: 1,095",97473
0,Bay Hills Water Association,Newport,Population served: 45,97376
1,Beverly Beach Water District,Newport,Population served: 152,97376
2,Carmel Beach Water District,Newport,Population served: 36,97376
3,City of Newport,Newport,"Population served: 10,160",97376
4,"Depoe Bay, City of",Depoe Bay,"Population served: 1,398",97376
5,Fall Creek Water District,Alsea,Population served: 50,97376
6,Guptil Subdivision,Otis,Population served: 28,97376
7,Hiland Water Company - Bear Creek,Newberg,Population served: 275,97376
8,Hiland Water Company - Boulder Creek,Newberg,Population served: 350,97376
9,Hiland Water Company - Echo Mountain Park,Newberg,Population served: 362,97376
10,Hiland Water Company - Riverbend Park Water System,Newberg,Population served: 172,97376
11,Hiland Water Company - Westwood,Newberg,Population served: 120,97376
12,Inn At Otter Crest,Otter Rock,Population served: 90,97376
13,Johnson Creek Water Service,Newberg,Population served: 363,97376
14,Kernville-gleneden-linc Bch Water District,Gleneden Beach,"Population served: 5,598",97376
15,Kozy Acres Water System,Waldport,Population served: 40,97376
16,Lincoln City Water District,Lincoln City,"Population served: 20,830",97376
17,Lower Siletz Water System,Lincoln City,Population served: 165,97376
18,Otter Rock Water District,Otter Rock,Population served: 175,97376
19,Panther Creek Water District,Otis,Population served: 760,97376
20,Riverside Mobile Park,Seal Rock,Population served: 32,97376
21,Salmon River Mobile Village,Otis,Population served: 75,97376
22,Salmon River Rv Park,Otis,Population served: 69,97376
23,Sea Crest,Newberg,Population served: 72,97376
24,Seal Rock Water District,Seal Rock,"Population served: 5,500",97376
25,"Siletz, City of",Siletz,"Population served: 1,200",97376
26,Sw Lincoln County Water District,Waldport,"Population served: 3,000",97376
27,Toledo Water Utilities,Toledo,"Population served: 3,645",97376
28,"Waldport, City of",Waldport,"Population served: 2,080",97376
29,"Yachats, City of",Yachats,"Population served: 1,000",97376
0,Arch Cape Water District,Arch Cape,Population served: 150,97138
1,"Astoria, City of",Astoria,"Population served: 9,802",97138
2,Burnside Water Association,Astoria,Population served: 315,97138
3,"Cannon Beach, City of",Cannon Beach,"Population served: 1,710",97138
4,Elderberry Nehalem Ws,Seaside,Population served: 140,97138
5,Evergreen Acres,Seaside,Population served: 100,97138
6,Fernhill Community Water System,Astoria,Population served: 300,97138
7,Gearhart Water Department,Gearhart,"Population served: 1,465",97138
8,John Day Water District,Astoria,Population served: 350,97138
9,Knappa Water Association,Astoria,"Population served: 1,800",97138
10,Olney-walluski Water Association,Astoria,Population served: 530,97138
11,Seaside Water Department,Seaside,"Population served: 6,605",97138
12,Stanley Acres Water Association,Seaside,Population served: 315,97138
13,Sunset Lake Rv Park,Redmond,Population served: 170,97138
14,"Warrenton, City of",Warrenton,"Population served: 9,100",97138
15,Wauna Water District,Westport,Population served: 188,97138
16,Westport Heights,Westport,Population served: 90,97138
17,Westport Water Association,Westport,Population served: 550,97138
18,Wickiup Water District,Astoria,"Population served: 1,590",97138
19,Willow Dale Water District,Astoria,Population served: 300,97138
20,Youngs River Lewis & Clark Water District,Astoria,"Population served: 2,530",97138
0,City of Grants Pass,"Grants Pass, OR","Population served:37,088",97538
1,"Cave Junction, City of","Cave Junction, OR","Population served:1,935",97538
2,Rogue Lea Estates-north/south,"Grants Pass, OR",Population served:350,97538
3,Willow Estates Mobile Home Park,"Grants Pass, OR",Population served:250,97538
4,Redwood Mobile Estates LLC,"Grants Pass, OR",Population served:250,97538
0,Canyon City Water Department,Canyon City,Population served: 705,97873
1,"Dayville, City of",Dayville,Population served: 150,97873
2,"John Day, City of",John Day,"Population served: 1,735",97873
3,"Long Creek, City Of",Long Creek,Population served: 195,97873
4,"Monument, City of",Monument,Population served: 130,97873
5,"Mount Vernon, City of",Mount Vernon,Population served: 509,97873
6,Prairie City,Prairie City,Population served: 910,97873
7,Sagedale Apartments,Ellensburg,Population served: 40,97873
8,"Seneca, City of",Seneca,Population served: 200,97873
0,Medford Water Commission,"Medford, OR","Population served:91,000",97539
1,Ashland Water Department,"Ashland, OR","Population served:20,700",97539
2,City of Central Point,"Central Point, OR","Population served:17,025",97539
3,"Eagle Point, City of","Eagle Point, OR","Population served:9,697",97539
4,"Talent, City of","Talent, OR","Population served:6,850",97539
5,"Phoenix, City of","Phoenix, OR","Population served:4,603",97539
6,"Jacksonville, City of","Jacksonville, OR","Population served:2,850",97539
7,"Rogue River, City of","Rogue River, OR","Population served:2,250",97539
8,"Gold Hill, City of","Gold Hill, OR","Population served:1,115",97539
9,Hiland Water Company - Shady Cove,"Newberg, OR","Population served:1,000",97539
0,City of Albany,"Albany, OR","Population served:56,100",97377
1,City of Lebanon,"Lebanon, OR","Population served:15,518",97377
2,"Sweet Home, City of","Lebanon, OR","Population served:9,065",97377
3,"Harrisburg, City of","Harrisburg, OR","Population served:3,650",97377
4,Lyons Mehama Water District,"Lyons, OR","Population served:1,300",97377
0,McMinnville Water & Light,"Mcminnville, OR","Population served:33,896",97378
1,City of Newberg,"Newberg, OR","Population served:23,795",97378
2,City of Dallas,"Dallas, OR","Population served:14,700",97378
3,"Monmouth, City of","Monmouth, OR","Population served:9,855",97378
4,Independence Water System,"Independence, OR","Population served:8,600",97378
0,Joint Water Commission,"Hillsboro, OR","Population served:397,769",97140
1,Tualatin Valley Water District,"Beaverton, OR","Population served:222,000",97140
2,North Clackamas County Water Commission,"Oregon City, OR","Population served:87,700",97140
3,City of Hillsboro,"Hillsboro, OR","Population served:88,243",97140
4,City of Beaverton,"Beaverton, OR","Population served:70,000",97140
5,South Fork Water Board,"Oregon City, OR","Population served:65,000",97140
6,City of Tigard,"Tigard, OR","Population served:60,236",97140
7,Sunrise Water Authority,"Happy Valley, OR","Population served:46,228",97140
8,Clackamas River Water - Clackamas,"Clackamas, OR","Population served:41,338",97140
9,Lake Oswego Municipal Water,"Lake Oswego, OR","Population served:36,453",97140
0,Bay Hills Water Association,Newport,Population served: 45,97380
1,Beverly Beach Water District,Newport,Population served: 152,97380
2,Carmel Beach Water District,Newport,Population served: 36,97380
3,City of Newport,Newport,"Population served: 10,160",97380
4,"Depoe Bay, City of",Depoe Bay,"Population served: 1,398",97380
